ulasan,rating,tanggal,kategori,nama_aplikasi,app_id,label,confidence,label_original
bener bener membantu sekali terimakasih halodoc,5,2026-05-23 04:28:22-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9747373461723328,positif
puas,5,2026-05-23 00:45:22-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9965023994445801,positif
"Sangat membantu untuk sya yg suka ngeblank klo ktm dokter lngsung, gaperlu jauh2 reservasi dokter",5,2026-05-22 16:38:00-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9768577814102173,positif
jangan mau kalau asuransi kalian diganti ke halodoc.,1,2026-05-22 05:28:05-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.8600348830223083,negatif
Mantab ✨,5,2026-05-21 18:35:39-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9964830875396729,positif
Jelas dan mudah di mengerti saat di jelaskan,5,2026-05-20 17:10:54-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9745542407035828,positif
Masih banyak yg ingin sy sampaikan tapi waktunya nggak cukup,4,2026-05-20 03:52:54-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.7097955942153931,positif
Nice and help application on every time,5,2026-05-18 09:24:41-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.5192692875862122,positif
"Terimakasih dokter,penjelasanny sangat di mengerti,dokternya ramah dan menjawab setiap pertanyaan yg sy tanyakan,dokternya baik sekali",5,2026-05-17 23:28:11-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9945135116577148,positif
Dokternya bagus bgt,5,2026-05-17 20:17:39-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9958872199058533,positif
"Sangat membantu, dan setelah konsultasi lalu minum obat, 1 jam kemudian sembuh! Luar. Biasa tanpa harus ke dokter. Biaya lebih murah, bisa pilih dokternya. TOP dan PUAS",5,2026-05-17 16:57:45-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9978929162025452,positif
"sangat nyaman berkonsultasi dokternya sangat tanggap , jelas tepat dan tidak membuat pasien takut",5,2026-05-16 08:48:41-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9964888095855713,positif
"Saya pesen salep, di aplikasi barang sudah di terima padahal saya tidak terima barangnya sama sekali. Udah lapor ke cs dan bilangnya penanganan maksimal 12 jam. Ditanyain updateny disuruh nunggu dan nunggu, setelah lewat 12 jam tapi hasil nihil. Pihak cs hanya diam saja tidak ada respon sama sekali. Uang tidak dikembalikan, barang pun tidak di kirim ke saya. Jelek banget ini aplikasi. Gaada itikad tanggung jawab.",1,2026-05-15 21:18:35-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9969369173049927,negatif
Terimakasih dokter… dokter ramah dan fast respons…,5,2026-05-15 02:50:10-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.8602705001831055,positif
Melayani dengan baik dan cepat,5,2026-05-14 16:43:09-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9736794829368591,positif
Mantap Cepat respon rekomended,5,2026-05-13 19:01:35-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9971729516983032,positif
"Ada error pas mau chat dokter, pas mau chat ulang liat saldo gopay udh kepotong, gimana sih payment sistemnya!",1,2026-05-13 05:43:29-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9508194923400879,negatif
"saya mau pakai layanan chat psikolog, sudah dibayar, saldo sudah terpotong melalui gopay, pada aplikasi dibilangnya pembayaran gagal padahal gopay saya sudah terpotong. mau chat cs tapi sulit sekali cari info mengenai cs.",1,2026-05-13 04:15:27-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9757425785064697,negatif
bagus singkat padat dan jelas mudah di pahami,5,2026-05-13 01:49:19-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9689944386482239,positif
"Apa ini dokternya tidak ada selesaikan konsultasi kemudian waktunya selesai
Tidak ada solusi nya sedikit",1,2026-05-12 06:30:58-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.995692789554596,negatif
"Aplikasi sangat jelek tidak recomended, tidak dapat membaca alamat sesuai titik lokasi malah terbaca lokasi lain! Obat saya seminggu lebih tidak datang karna alamat tidak terbaca dengan benar.",1,2026-05-11 02:44:22-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9974353909492493,negatif
Helpfull,5,2026-05-10 16:38:54-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9839712977409363,positif
"Saya pesan 3 obat rutin saya melalui konsul dokter, begitu pesan dicancel terus menerus. Akhirnya order lagi dari 3 obat berubah jadi 2 obat, lalu dicancel lagi. Saya pesan lagi jadi tersedia hanya 1 jenis obat, seharus di resep 3 papan berubah jadi cuma 1 papan. Kalau saya lihat apotik yang mengirimkan selalu itu2 saja. Saran saya baiknya mitra apotiknya ditambah lagi untuk daerah ya. Karena namanya obat itu kebutuhan. Kalau terus seperti ini, saya harus ganti asuransi saya dengan yg bekerja sama aplikasi lain yang bisa mendengan suara pasiennya.",1,2026-05-09 03:29:19-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.8552477955818176,negatif
"sistem baik dan mudah, tetapi kadang suka ngebug dan buat pengguna awam atau lansia lumayan membingungkan",4,2026-05-09 00:05:03-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.7934447526931763,positif
Masyallah dokternya baik bngt,5,2026-05-08 15:58:38-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9920428395271301,positif
Sangat membantu keadaan malam malam,5,2026-05-08 14:31:54-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9933089017868042,positif
Dokter respon ny cepat penjelasan mudah dipahami,5,2026-05-06 07:48:33-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9834587574005127,positif
Semoga tidak sulit lagi bagi para pasien yang tidak terjangkau dengan menggunakan halodoc ini,5,2026-05-05 22:07:21-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.8692442774772644,positif
Dokternya baik dan humble bgt 🤍,5,2026-05-05 19:02:19-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9802390933036804,positif
"Hampir tiap bulan buka halodoc dan selalu apk mnta diperbaharui selalu, namun kualitas pelayanan semakin berkurang, dokter tidak merespon dengan baik dan tidak ada memberikaan solusi",2,2026-05-04 07:12:36-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9862348437309265,negatif
"Order menggunakan akun A, menggunakan resep atas nama A, saya bayar, obat dikirimkan tapi ternyata receipt/invoice atas nama pasien B. 

Komplain, minta ganti nama atas nama ketika order obat, tetapi tidak bisa. Hasilnya, saya tidak bisa claim ke asuransi saya, yg nilainya samgat besar untuk saya. 

Kapok order obat melalui halodoc.",1,2026-05-03 05:54:06-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9872987866401672,negatif
"kenapa sekarang sistem di haloskin harus beli produk dulu baru bisa konsul ke dokter sih??? 

MANA DIANALISIS NYA PAKE AI YANG GAK AKURAT. PADA MALES APA GIMANA DAH???

KALO MUKA ORANG RUSAK SIAPA YANG TANGGUNG JAWAB??

kasusnya saya sudah diresepkan dosis rendah karena kondisi wajah saya sudah membaik, eh pas dianalisa sama AI malah dikasih dosis paling tinggi??? GAK HABIS PIKIR

balikin aja deh sistem kaya dulu emang kenapa sih??? gak becus baget sumpah sistem sekarang ah kecewa👎🏻👎🏻👎🏻👎🏻👎🏻",1,2026-05-02 22:35:07-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9461026787757874,negatif
"Sangat kecewa
Saya pakai hallo skin
Sudah 3 minggu tidak kunjung baik malah muka menjadi memerah saat dibersihkan pakai cleansing water
Dan saya konsultasi tidak ada tanggepan sama sekali
Kalau tidak bisa mengatasi solusi tutup aja
Saya pakai app ini bukan sekali 2x
Tp ini dibagian hallo skin sungguh” mengecewakan 
Tidak rekomen",1,2026-05-02 11:22:34-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.995388388633728,negatif
Suka sama dokternya fast respon 🥰 pelayanan sangat baik dan ramah,5,2026-05-02 03:24:20-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9791918396949768,positif
"Dokter nya baik ,menjelaskan secara detail dan bikin saya nyaman pada penderita anxiety",5,2026-05-01 18:38:53-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9769778251647949,positif
dokter yesie nya sabar banget,5,2026-05-01 06:10:43-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9921305775642395,positif
penjelasan dokternya sangat mudah dipahami dan responnya cepat,5,2026-04-30 06:46:44-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9929197430610657,positif
"tidak terlalu user friendly, cari menu top up wallet aja ga nemu, pembayaran juga ga bisa pake VA bank.",4,2026-04-29 01:48:29-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.7691513895988464,positif
Transaksi selalu gagal padahal saldo lebih,5,2026-04-28 18:01:28-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.985870361328125,positif
Dokter spesialis serasa datang kerumah,5,2026-04-28 07:50:52-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.8542032241821289,positif
"Bagaimana min ini sdh mau seminggu lewat, masa kita pesan dari 17 april ktnya sampe 24 april, sekarang sdh lewat dari itu blngya tunggu tnggal 30 april gimana sih, saya sdh hubungi CS lalu di menginformasikan seperti itu, saya bukannya mau menjelekkan tetapi kalian sdh melewati batas yang kalian tetapkan, kalau emng dari awal gak bisa kirim keluar kota ngomong biar kita cari alternatif lain. 

Tolong agar di percepat dan di perbaiki.",1,2026-04-27 00:58:26-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9638373255729675,negatif
Sopan baik ramah,5,2026-04-27 00:57:20-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9864787459373474,positif
Saran2 dari dr riza sangat membantu saya . Semoga saya lekas membaik . Dan smg dr riza sehar selalu . Aminn,5,2026-04-26 09:15:56-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9816526770591736,positif
"Kecewa bgt sama pelayanan di halodoc ini, udah 2x booking di cancel, kedua kalinya udah masuk room chat sama dokternya, gak dibales-bales abis itu main cancel aja pertimbangin lagi nih Dr. Dian Paramita Oktaviani S Sp.U, M.Ked. Klin gak profesional bgt, bukan masalah uang langsung dibalikin lagi, tapi kami sebagai customer menunggu, sudah booking jadwal tolong dihargai",1,2026-04-26 01:58:21-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9963687658309937,negatif
"byr lumayan mahal,untuk konsul ke dokter jantung tpi respon dokternya bnr bnr bukannya bikin tenang malah kya cuek bgt parahhh",3,2026-04-26 01:34:28-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9825125932693481,netral
"Dokter informatif, penjelasan jelas,sbar,dan oke",5,2026-04-25 22:59:34-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.54716956615448,positif
Pelayanan responsif dan handal,5,2026-04-25 05:49:02-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9904513359069824,positif
Respon dokter sangat cepat dan sangat membantu. Terima kasih,5,2026-04-24 13:10:24-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9800233840942383,positif
Responsif dan tidak bertele tele,5,2026-04-23 02:10:26-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9840906262397766,positif
"Responsif, sangatt baik & penjabaranyaa sangat mudah dipahami dan kena di hati 🥹🫶",5,2026-04-21 06:00:29-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.8842602968215942,positif
Lemot lag2,3,2026-04-20 19:50:25-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9979320764541626,netral
"Mudah banget kalau mau konsultasi dengan dokter sekarang, yuhuuuu suka bangetttgtt",5,2026-04-18 00:36:37-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9965760111808777,positif
"konsul melalui telpon jadi ga bisa karna error, padahal udah bayar",1,2026-04-17 06:35:07-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.5083397626876831,negatif
Dokternya sangat informatin dengan memberikan edukasi dan video cara penggunaan obat tetes dan salep mata. Good service dok..👍🏻👍🏻👍🏻,5,2026-04-16 20:57:41-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.5174106955528259,positif
Murah n ga pakek antri,5,2026-04-16 05:55:39-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.992183268070221,positif
Senang bisa konsul sama dokter di app ini,5,2026-04-14 22:33:34-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.8518908023834229,positif
berobat kesekian kali allhamdullilah selalu cocok sama dokter dan dokternya sabar bgt buat aku yg bawel masalah anak😁🙏🏻,5,2026-04-14 06:44:03-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9823743104934692,positif
"Dokternya baik banget, mau d tetap oN di jam begini",5,2026-04-13 14:50:14-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9832073450088501,positif
"tolong dong tim halofit jangan maksa beli paketan, orang dibilang udah punya obat yang sama di rumah tetep aja maksa beli paketan wkwkwk gajelas sumpah",1,2026-04-13 08:06:39-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9974796175956726,negatif
Sangat membantuk dalam penyembuhan jerawat,5,2026-04-12 22:52:19-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9946793913841248,positif
"Saya sudah kesakitan berjam-jam nunggu dokter as scheduled, saat udah jamnya dan chat panjang lebar ke dokter, 10 menit ga ada balasan. Tiba2 cancel sepihakkkk! Minimal history chat bisa disimpan biar saya tinggal copy paste kalau pindah dokter!! Dokternya juga tidak bisa saya review karena dianggap tidak terjadi konsultasi. Benahin deh sistem ini",1,2026-04-11 01:15:58-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9799386262893677,negatif
"Kesalahan administrasi dari tenaga medis menyampaikan hasil lab bisa dalam 1 hari! Tapi saat tiba di lokasi kediaman saya ternyata 3 hari! Apakah ini bukan menjebak? Saat ingin dibatalkan admin info tidak bisa batal karena tenaga medis sudah sampai. Saya butuh jasa lab express 24 jam bukan 3 hari! Kenapa harus menipu seperti itu? Service halo doc very poor!!! No refund bahkan jika tidak melakukan jasa cek lab nya???? 
Parah sekali mau ambil benefit uang customer!  Pakai lab lain bisa dalam 5-24 jam dengan jasa yang sama! 
Parah kalian ini",1,2026-04-05 23:24:49-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9966028928756714,negatif
"Saya berobat di halodoc krn tidak bisa ke RS. Tapi obat yg dijanjikan tidak lebih dr 88 menit, sudah 2 jam saya tunggu tapi tidak datang2. Padahal saya butuh sekali obatnya. Tidak akan pernah lagi saya pakai halodoc. Mendingan pake alodokter",1,2026-04-04 19:44:54-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.5662882328033447,negatif
"halodoc gak ada solusi untuk driver yang sibuk/tidak ada. Maksudnya ya langsung kasih tau aja apoteknya dimana, ini kita harus cari sendiri. Untungnya ketemu. Buang buang waktu saya aja nunggu kurir yg tidak terpickup",1,2026-04-04 03:53:37-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9196529388427734,negatif
"Sangat tidak merekomendasikan. 2 kali kejadian telat kirim obat bukan sejam dua jam tapi 10jam. Udah ga pake otak apa kalo kejadiannya darurat, untungnya engga. Selesai dengan aplikasi ini, kapok. Mending mari cari yang lain.",1,2026-04-03 19:21:32-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.998028576374054,negatif
Sangat membantu…ketika anak sakit tapi poli tutup saat tanggal merah…semoga anak sy lekas sembuh,5,2026-04-02 16:42:16-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.7866868376731873,positif
"Mksih dok,,,enak bnget y konsult langsg dgn dokter yg cantik dan ramah",5,2026-04-01 09:31:07-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9912347793579102,positif
Dokternya tidak membantu sama sekali.,1,2026-04-01 05:53:47-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9957709908485413,negatif
Rekomendasi banget dokternya fast respon,5,2026-04-01 04:22:36-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9675354957580566,positif
Dokternya ramah dan fast respon,5,2026-04-01 04:02:53-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9457061290740967,positif
Sudah berkali kali mau beli obat ujung nya ke apotek yang tutup lagiii … bukan tutup sementara tapi permanen …,3,2026-04-01 02:55:30-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.5926685929298401,netral
positif dan thumbush up,5,2026-03-31 19:20:14-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9259059429168701,positif
pengiriman ga jelas kapan datang,1,2026-03-31 12:49:14-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9975526928901672,negatif
Selalu terbantu untuk pertolongan pertama,5,2026-03-29 19:11:54-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9796702861785889,positif
"Saya memesan obat dengan layanan instant, namun hingga lebih dari 2 jam pesanan tidak kunjung dikirim.

Saya sudah menghubungi customer service, tetapi respon sangat lambat dan tidak ada kejelasan terkait status pesanan. Untuk layanan kesehatan, hal seperti ini sangat tidak profesional karena pelanggan membutuhkan kecepatan dan kepastian.

Pengalaman ini cukup mengecewakan. Jika memang tidak bisa memenuhi layanan instant, sebaiknya tidak perlu menawarkan fitur tersebut. Mohon diperbaiki agar tidak merugikan pelanggan lain.",1,2026-03-29 06:40:32-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9932221174240112,negatif
Cuman waktunya kurang heheh,5,2026-03-28 06:08:45-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9678691625595093,positif
Dokter fast respon smg obat nya cocok dan sembuh,5,2026-03-27 08:52:09-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.663242757320404,positif
"Wahhh inisi orang sakit ama dokter nya di cuekin sampe wakunya abis cuma dibaca!! Sia sia bayar 30K kalau gamau prkatik onlineya off aja, ini halodoc harus juga andil ni buat seleksi!!",1,2026-03-26 10:07:32-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9884373545646667,negatif
"Fast Respon , sangat baik",5,2026-03-25 21:21:15-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9793187975883484,positif
"Konsultasi dengan dokter sudah dibayar, obat sudah diresepkan tetapi saat akan tebus obat, ada sebagian obat yang tidak tersedia. Sangat kecewa, sudah bayar dokter tapi tidak mendapatkan obat secara komplit, harus effort lg cari sendiri dan ini sangat buang2 waktu.. Tolong diperbaiki systemnya!",1,2026-03-24 20:30:26-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9963394403457642,negatif
Kereeeen,5,2026-03-24 18:18:52-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9890934228897095,positif
Respon nya cepat dokternya ramah singkat padat jelas,5,2026-03-23 20:45:37-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9689203500747681,positif
"Pesanan sering di cancel, order ke 2 apotik sehingga kena biaya kirim 2x, dana cancel tertahan di aplikasi",1,2026-03-23 18:56:16-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.7575027346611023,negatif
Sangat membantu dalam proses pengobatan tanpa harus ke dokter,5,2026-03-23 18:29:13-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.99234938621521,positif
dokter tidak membalas pesan,1,2026-03-22 23:56:58-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.8908289074897766,negatif
Terpecaya,5,2026-03-22 06:58:39-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9939380884170532,positif
Respond cepat dan dokternya ramah. Sangat saya rekomen.,5,2026-03-22 00:08:14-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9965893030166626,positif
Sering ada bug dan Cs lambat tidak solutif,1,2026-03-20 21:08:21-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9962332844734192,negatif
"tolong untuk halodoc lokasi apotiknya jaraknya yg manusiawi dong.. saya selalu kasihan sm drivernya selalu dapat lokasi apotik yg SANGAT JAUH dari rumah saya. selain karena saya menunggu terlalu lama, jarak apotik terlampau jauh, lebih dari 10km. saya kasihan sm drivernya yg pickup sejauh itu. mgkn next bs dikasi opsi apotik yg sekitar alamat pasien atau tidak. saya pengguna halodoc bertahun2, saya pikir akan ada perbaikan makin kesini tapi nyatanya barusan masalahnya masih saja sama.",3,2026-03-20 05:20:35-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.954245924949646,netral
Aku jerawat parah dan berobat di spkk dr halodoc rutin sebulan sekali kurleb 6 bulan masyaAllah alhamdulillah bs sembuh :”)))),5,2026-03-19 18:12:48-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.5614519119262695,positif
Utk kondisi penyakit ringan sangat membantu krn tdk perlu antri2,5,2026-03-18 21:00:04-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9769876003265381,positif
"Hati2, mereka punya kebiasaan kirim 1 barang charge 2x. Sudah 2x kejadian",1,2026-03-17 23:57:00-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.7089877724647522,negatif
baik jelas dan mudah,5,2026-03-17 23:53:24-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.8925514221191406,positif
"saya beberapa kali pakai halodoc ternyata memang selelet itu ya? najiiiis banget dari semua aspek pencarian apotek sampai ke custcarenya bener-bener gak bisa diharepin, padahal ini nyangkut nyawa manusia",1,2026-03-16 11:22:35-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9359316229820251,negatif
You good dok,5,2026-03-16 06:31:53-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9890217781066895,positif
Sangat terbantu,5,2026-03-15 21:48:38-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9932536482810974,positif
Yess,5,2026-03-15 11:45:33-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9941611886024475,positif
"Pesen dari jam 7 udah mau 2 jam ga dikirim apalagi nunggu mau sampe berapa jam, keburu mati orang nungguin obatnya ga sampe sampe. Perbaikin deh sistemnya jangan udah mahal tapi jelek",1,2026-03-14 06:52:40-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9952108263969421,negatif
Otp dr sms tidak bisa. Disarankan nyoba lagi setelah 30 menit. Tapi setelah dicoba berulang2 tetap tidak bisa. Dan ada obat yang harus dibeli. Sangat sangat mengecewakan,1,2026-03-13 22:47:43-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9964576363563538,negatif
dokternya supportive,5,2026-03-13 20:03:24-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9935832619667053,positif
"Kecewa dengan sistem nya, udh nunggu sejam setengah, gara gara ga dapet driver orderan di cancel gitu aja oleh sistem dan diminta pesan ulang. Baru pertama kali pake ini app untuk beli obat karena tadinya butuh cepet, saya kira bisa cepat.",1,2026-03-13 17:08:11-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.996647298336029,negatif
ramah,5,2026-03-13 03:41:35-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9959329962730408,positif
Alhamdulillah kulit menjadi cerah..tanda penuaan memudar sedikit demi sesikit,4,2026-03-12 18:22:55-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9339117407798767,positif
"Sangattt bagus dan cepat, cara bungkusin obatnya juga rapi
Sekaliii sumpa sih suka
Banget sama pelayanan ini 🥰🥰🥰🥰🥰🥰",5,2026-03-11 19:14:46-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9948195815086365,positif
"Dokter sangat ramah dan sangat kooperatif 
Selalu memberikan pelayanan terbaik",5,2026-03-11 08:48:48-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9941235184669495,positif
playanan dan konsulatasi enak,5,2026-03-11 02:31:45-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9967731833457947,positif
Sangat membantu untuk pasien yang terkendala ke rumah sakit atau untuk penanganan awal.,5,2026-03-09 16:47:56-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,positif,0.9761660695075989,positif
"Berawal dari konsultasi pada pagi hari ini tanggal 9 Maret 2026. 
1. Dokter Slow Respon
2. Tidak ada balasan lagi
3. Saya chat ulang, tetapi tidak ada balasan lagi sampai sesi habis selama 30 menit
Komplain ke CS yang katanya “layanan 24 jam” tidak ada solusi
4. Dokter meminta maaf? TIDAK
Saran saya, apabila Dokter menolak untuk memberikan konsultasi ke pasien bilang aja nggak sih? atau memang jika kesalahan dari pasien beri tau aja, jangan digabur gitu aja. Menurut kalian mungkin biaya 60ribu tergolong kecil, tapi bagi kami jelas tidak ya. Bad Attitude, tidak rekomen dan mendingan langsung ke klinik atau rumah sakit aja. Sehat selalu ya Dokter yang melayani saya pada pagi hari ini. Sudah saya putuskan sekeluarga saya tidak akan berlangganan disini lagi. Terimakasih pengalamannya!",1,2026-03-08 14:09:00-07:00,kesehatan_medis,"Halodoc: Dokter, Obat & Lab",1067217981,negatif,0.9618324041366577,negatif
